User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U24685,51,Other,Freelancer,iOS,7.7,6.1,10,7.1,5,56,6,2.0
U24687,53,Other,Business Owner,iOS,6.4,3.8,3,8.2,4,8,0,9.8
U24688,18,Other,Professional,iOS,9.2,3.0,7,7.2,8,30,6,13.2
U24689,40,Other,Student,Android,5.8,0.5,3,4.1,10,51,6,5.0
U24690,53,Male,Freelancer,Android,4.7,6.6,7,5.5,7,38,2,3.9
U24691,28,Female,Freelancer,iOS,3.1,1.3,6,5.2,4,33,5,4.1
U24693,57,Female,Professional,iOS,11.3,5.5,3,5.9,4,21,6,9.8
U24697,57,Male,Freelancer,iOS,7.3,2.6,9,4.0,10,55,0,10.9
U24698,21,Female,Business Owner,Android,4.3,5.4,10,7.8,7,14,2,11.7
U24700,46,Male,Freelancer,iOS,9.5,3.2,4,6.2,4,32,1,6.2
U24701,43,Female,Professional,Android,9.8,3.0,2,6.9,10,50,0,14.0
U24703,45,Male,Business Owner,iOS,10.8,2.2,4,7.8,8,31,3,5.8
U24704,28,Male,Business Owner,Android,3.0,7.2,6,7.3,8,35,5,9.6
U24706,45,Female,Professional,iOS,3.3,7.5,9,8.5,10,19,2,3.6
U24708,32,Female,Business Owner,iOS,6.6,5.8,4,5.1,6,41,0,4.8
U24709,29,Male,Student,iOS,6.9,7.8,7,5.9,6,6,2,9.6
U24710,53,Male,Professional,Android,9.2,7.6,5,5.6,5,8,1,9.3
U24712,50,Female,Student,iOS,11.2,7.7,4,4.9,5,51,5,12.2
U24714,42,Other,Professional,Android,7.2,7.8,4,5.4,6,18,0,2.3
U24715,31,Other,Business Owner,Android,5.9,1.4,5,5.2,5,47,4,11.6
U24716,31,Male,Freelancer,Android,6.9,6.6,4,5.6,10,50,3,11.6
U24718,44,Other,Student,Android,5.7,7.5,1,8.5,5,55,3,10.8
U24719,23,Female,Professional,Android,11.9,4.6,10,6.8,6,48,1,7.2
U24724,58,Female,Freelancer,iOS,3.7,1.6,8,4.1,9,54,4,9.5
U24725,52,Other,Business Owner,Android,10.8,6.8,2,6.3,8,24,3,4.1
U24727,29,Other,Student,iOS,4.5,0.8,5,7.9,4,19,4,10.8
U24728,43,Male,Student,iOS,3.4,1.9,7,8.6,6,25,1,7.6
U24730,24,Female,Professional,iOS,10.5,3.5,7,7.2,9,6,1,6.1
U24732,45,Other,Student,iOS,8.8,1.6,7,4.6,5,10,0,2.4
U24733,53,Other,Business Owner,Android,11.2,7.4,7,7.1,7,56,6,8.3
U24738,30,Male,Business Owner,iOS,4.8,5.5,5,4.9,7,44,1,4.7
U24739,27,Male,Professional,Android,8.2,3.0,3,4.4,5,38,1,8.2
U24740,60,Other,Freelancer,iOS,3.8,1.9,4,4.8,7,56,4,5.5
U24741,50,Male,Business Owner,iOS,10.5,3.7,3,8.9,6,30,3,7.1
U24742,28,Female,Freelancer,iOS,3.5,5.7,6,7.7,4,50,0,4.2
U24743,30,Other,Student,Android,9.7,2.3,4,8.8,6,7,2,5.5
U24744,32,Male,Student,iOS,9.3,1.0,7,4.3,8,49,6,12.9
U24746,27,Male,Professional,Android,4.1,3.7,7,8.0,8,9,4,10.5
U24748,52,Female,Business Owner,iOS,3.0,0.7,4,4.1,4,23,5,10.4
U24750,32,Other,Professional,iOS,4.6,4.6,3,5.4,10,49,6,12.7
U24751,40,Female,Student,Android,3.3,2.1,3,7.2,10,23,2,7.3
U24753,47,Male,Student,iOS,11.9,5.7,1,8.2,5,51,6,8.4
U24756,51,Female,Professional,iOS,9.3,2.8,3,4.7,9,32,5,9.2
U24757,48,Other,Professional,iOS,5.6,7.7,9,5.7,10,38,4,12.6
U24758,38,Male,Student,Android,11.8,3.3,3,8.8,7,40,4,13.5
U24759,19,Male,Student,Android,4.7,1.1,10,4.3,7,36,2,2.4
U24760,43,Female,Freelancer,iOS,8.5,1.3,7,8.2,10,53,4,7.5
U24763,42,Female,Freelancer,iOS,3.8,5.1,3,4.2,6,12,4,13.7
U24764,24,Other,Business Owner,iOS,11.8,4.6,8,5.4,10,40,2,9.4
U24765,59,Male,Student,iOS,7.3,1.1,10,4.6,6,53,3,5.0
U24766,20,Female,Business Owner,iOS,7.1,4.2,10,7.6,4,35,1,3.8
U24767,45,Female,Freelancer,Android,11.8,6.9,1,4.5,9,8,4,5.8
U24768,58,Male,Freelancer,Android,4.4,4.3,10,7.0,5,59,6,10.7
U24769,41,Female,Business Owner,Android,4.4,1.0,10,5.2,5,6,0,8.8
U24771,28,Female,Business Owner,Android,7.0,6.4,1,6.8,6,60,2,11.8
U24772,18,Other,Student,iOS,6.5,2.8,8,6.9,8,33,1,5.1
U24773,58,Male,Professional,Android,6.7,6.1,5,4.7,5,9,2,7.4
U24774,52,Other,Professional,iOS,6.0,3.2,9,5.8,4,8,5,9.1
U24776,24,Other,Student,iOS,10.0,1.6,8,7.9,10,19,4,6.7
U24777,59,Female,Business Owner,Android,4.9,5.2,10,5.4,7,25,1,9.4
U24778,35,Other,Professional,iOS,5.5,0.9,5,8.4,4,42,4,3.3
U24779,33,Female,Student,iOS,11.3,3.8,3,5.9,7,30,2,7.9
U24780,22,Male,Student,iOS,4.3,4.8,1,4.6,7,55,5,10.9
U24781,57,Other,Business Owner,Android,4.0,7.3,7,5.8,10,59,1,4.0
U24782,26,Other,Professional,Android,9.2,5.2,5,4.3,10,31,3,12.9
U24784,56,Other,Business Owner,Android,8.8,0.6,1,5.2,4,35,3,13.1
U24785,46,Male,Professional,Android,4.5,2.6,5,4.1,10,51,1,12.0
U24786,44,Other,Student,iOS,6.6,1.7,9,6.9,7,20,2,4.6
U24788,47,Male,Professional,Android,5.0,2.8,1,5.8,6,28,4,5.2
U24789,50,Female,Business Owner,iOS,7.8,2.5,1,8.4,4,41,5,8.3
U24792,55,Male,Freelancer,iOS,4.9,7.0,7,4.0,9,23,4,12.2
U24793,44,Other,Business Owner,iOS,5.6,3.3,1,8.2,4,25,0,12.8
U24794,55,Female,Professional,Android,10.6,3.6,2,6.0,9,16,4,3.4
U24795,52,Male,Freelancer,Android,7.0,4.7,7,6.5,7,39,2,11.1
U24797,33,Female,Freelancer,Android,7.3,7.8,5,4.6,7,23,1,10.8
U24801,60,Male,Business Owner,Android,6.1,7.0,9,5.1,9,29,6,13.4
U24802,49,Male,Freelancer,iOS,11.1,7.5,4,4.5,5,12,5,6.6
U24804,19,Male,Student,iOS,5.6,1.2,9,5.3,5,5,4,11.0
U24805,27,Male,Freelancer,Android,8.0,7.4,9,5.5,8,35,3,12.5
U24806,43,Male,Student,iOS,10.0,3.8,3,7.5,8,42,1,11.6
U24807,42,Female,Student,iOS,6.2,2.6,8,5.3,7,52,1,9.7
U24808,41,Other,Professional,iOS,6.0,7.2,10,6.5,4,54,0,11.6
U24810,52,Other,Student,iOS,6.0,6.9,3,7.6,8,11,2,11.9
U24815,54,Other,Business Owner,iOS,9.2,2.9,3,8.1,10,36,2,10.0
U24816,24,Female,Freelancer,Android,11.1,7.7,6,4.3,5,52,2,6.3
U24817,26,Male,Student,iOS,3.6,2.8,3,4.5,8,14,3,8.7
U24818,38,Male,Student,Android,4.4,2.8,5,7.9,7,36,6,10.9
U24822,57,Other,Professional,iOS,4.2,1.1,3,8.9,4,19,5,12.9
U24823,50,Male,Freelancer,iOS,8.0,3.8,2,6.4,5,32,5,8.7
U24824,55,Other,Student,iOS,4.3,5.2,10,7.3,4,40,6,13.8
U24825,54,Other,Business Owner,Android,9.2,4.5,4,4.3,8,31,0,6.8
U24826,28,Female,Student,iOS,11.6,5.7,7,8.1,8,32,2,10.6
U24827,39,Female,Student,iOS,7.5,5.4,10,5.4,4,36,5,6.3
U24828,38,Male,Freelancer,iOS,7.2,5.1,1,5.5,7,49,6,13.4
U24829,32,Male,Professional,Android,6.2,5.1,10,5.5,5,40,1,9.7
U24830,56,Male,Student,Android,4.9,5.5,8,4.1,4,53,5,12.6
U24831,35,Other,Professional,Android,9.1,1.5,8,5.7,9,47,3,12.0
U24832,60,Other,Professional,iOS,8.1,5.9,5,7.4,4,8,3,7.7
U24835,58,Female,Professional,iOS,10.4,6.4,9,5.4,10,56,2,2.1
U24836,18,Male,Business Owner,Android,5.9,1.5,4,6.1,5,58,1,4.6
U24837,46,Other,Freelancer,Android,10.9,0.8,4,9.0,5,42,0,7.2
U24838,37,Male,Professional,iOS,6.2,2.2,2,4.6,4,43,3,11.9
U24842,19,Other,Professional,iOS,6.2,2.4,4,6.6,5,47,5,4.2
U24843,46,Male,Freelancer,Android,8.6,2.0,2,7.6,4,7,5,12.2
U24845,58,Male,Business Owner,Android,7.8,0.6,7,4.8,7,8,3,7.4
U24846,48,Other,Professional,iOS,9.0,2.5,6,6.0,5,8,2,2.6
U24847,27,Female,Business Owner,Android,6.1,7.4,10,6.4,9,33,5,3.0
U24848,57,Female,Business Owner,iOS,3.3,3.7,3,4.4,7,51,1,8.0
U24849,44,Female,Student,Android,3.4,6.3,3,4.5,6,59,0,13.7
U24852,37,Male,Freelancer,Android,11.7,7.8,4,4.3,7,51,6,10.1
U24853,22,Male,Student,Android,7.3,0.9,5,7.0,5,8,0,7.9
U24854,46,Other,Student,Android,5.9,7.6,2,4.4,7,38,3,7.7
U24856,57,Male,Student,iOS,7.7,5.9,3,8.8,8,14,0,12.7
U24857,43,Male,Student,iOS,8.4,3.7,2,5.9,10,27,4,3.0
U24858,49,Male,Professional,Android,8.2,0.7,9,8.9,7,53,4,3.3
U24859,19,Female,Freelancer,iOS,3.8,3.1,10,5.2,4,14,2,4.3
U24860,53,Female,Business Owner,iOS,11.5,4.2,1,5.9,6,10,5,7.7
U24861,18,Female,Business Owner,Android,10.1,6.6,10,6.1,9,24,3,12.6
U24862,53,Male,Professional,iOS,8.2,4.1,8,5.1,4,46,4,5.0
U24863,56,Other,Student,iOS,5.6,5.9,3,8.0,7,40,3,9.1
U24864,47,Other,Freelancer,iOS,3.6,3.5,5,8.1,10,23,0,6.1
U24865,37,Female,Professional,iOS,9.7,5.8,7,7.8,8,34,4,5.5
U24866,49,Male,Freelancer,Android,11.6,5.5,1,4.7,4,12,0,2.9
U24867,34,Female,Student,Android,3.4,7.7,1,7.8,10,46,0,8.3
U24868,53,Male,Professional,Android,3.9,4.8,3,8.8,6,31,6,7.9
U24870,57,Female,Freelancer,iOS,5.9,5.2,4,4.2,8,23,3,2.4
U24874,35,Female,Business Owner,iOS,11.9,1.3,2,6.8,8,24,3,10.6
U24875,22,Other,Student,iOS,4.4,4.4,3,7.9,6,16,1,2.3
U24876,50,Male,Business Owner,Android,8.2,6.8,4,4.5,9,51,4,11.7
U24877,30,Female,Student,iOS,7.1,8.0,4,8.5,9,56,3,3.1
U24878,56,Female,Professional,iOS,5.7,1.8,2,6.3,6,27,1,9.2
U24879,50,Female,Business Owner,iOS,8.9,1.5,3,8.1,8,40,0,4.4
U24880,37,Female,Business Owner,Android,4.0,6.6,4,8.7,10,8,4,7.2
U24881,25,Male,Business Owner,Android,3.4,7.2,3,8.9,4,19,1,8.6
U24882,44,Other,Professional,Android,5.2,4.4,9,8.7,7,54,5,9.8
U24886,47,Other,Freelancer,iOS,9.0,7.3,7,6.4,6,26,3,12.4
U24893,52,Other,Business Owner,Android,6.7,1.1,4,7.0,10,17,2,8.1
U24894,52,Other,Student,Android,11.6,1.1,2,6.4,5,34,4,12.0
U24895,24,Male,Professional,Android,10.7,2.0,10,6.1,6,10,3,3.7
U24896,42,Male,Freelancer,iOS,3.4,2.1,4,7.3,9,7,3,3.1
U24900,19,Male,Business Owner,Android,8.8,1.0,9,5.2,5,26,0,12.8
U24901,34,Other,Professional,Android,4.7,2.9,5,6.8,8,8,3,10.2
U24905,56,Male,Professional,iOS,7.1,7.1,4,7.2,6,27,5,8.2
U24908,58,Male,Professional,Android,9.7,3.9,4,4.9,7,11,5,8.3
U24909,50,Female,Professional,Android,9.5,3.5,6,6.6,10,45,2,4.0
U24912,38,Other,Professional,Android,6.3,1.7,4,6.3,8,18,6,8.7
U24913,28,Female,Business Owner,iOS,8.5,4.2,8,5.7,10,25,1,2.8
U24917,43,Female,Freelancer,Android,11.4,6.6,7,4.4,4,8,2,4.3
U24918,26,Other,Professional,iOS,11.2,7.7,4,8.4,9,36,1,7.7
U24920,20,Male,Business Owner,iOS,6.2,2.9,2,8.5,10,7,3,5.9
U24922,43,Male,Business Owner,iOS,11.2,5.4,10,8.8,5,17,2,6.9
U24925,56,Other,Business Owner,Android,3.7,3.8,8,8.0,9,54,3,10.9
U24926,21,Female,Professional,Android,11.2,0.5,9,6.0,5,10,3,11.9
U24927,19,Female,Professional,Android,8.4,4.3,8,8.2,4,46,4,5.8
U24928,52,Other,Freelancer,iOS,6.8,7.2,1,4.8,10,29,6,9.5
U24929,29,Male,Professional,Android,8.1,7.1,7,5.2,7,46,5,4.7
U24932,34,Other,Business Owner,Android,6.1,5.3,9,7.0,7,60,1,8.3
U24933,40,Male,Business Owner,Android,9.9,2.4,7,4.3,10,11,2,6.5
U24934,51,Female,Student,iOS,6.4,4.4,5,4.5,7,8,3,8.3
U24938,53,Female,Freelancer,Android,3.7,0.8,9,5.0,5,28,3,11.4
U24939,52,Male,Professional,iOS,11.2,5.7,3,4.0,8,38,2,13.0
U24940,54,Female,Professional,iOS,8.5,4.9,9,5.2,8,32,2,2.7
U24941,53,Other,Freelancer,Android,7.8,2.5,1,7.7,5,57,3,9.6
U24952,57,Male,Professional,iOS,12.0,2.5,4,8.4,5,48,0,3.8
U24955,34,Female,Student,Android,7.3,1.8,7,5.1,9,57,1,5.7
U24958,40,Male,Student,Android,6.0,4.3,2,5.4,4,51,4,6.3
U24959,44,Male,Business Owner,Android,3.2,6.6,4,6.8,9,9,3,6.9
U24960,33,Other,Professional,Android,8.9,5.8,3,8.2,9,13,5,7.5
U24961,18,Male,Professional,Android,6.0,3.5,8,5.0,6,13,4,4.4
U24965,18,Female,Business Owner,iOS,8.4,5.9,2,8.4,7,7,2,6.6
U24968,31,Female,Freelancer,Android,5.6,5.4,2,7.6,6,54,3,9.5
U24969,20,Female,Professional,Android,11.8,4.7,8,4.4,7,6,6,5.4
U24970,40,Male,Freelancer,Android,9.4,6.1,3,8.7,8,9,5,3.3
U24971,42,Other,Freelancer,Android,4.8,5.9,7,4.7,5,34,1,11.8
U24972,43,Female,Business Owner,Android,8.4,6.2,5,5.9,8,15,0,10.4
U24974,55,Male,Professional,Android,8.1,1.3,4,6.2,10,20,0,11.7
U24975,56,Other,Professional,iOS,6.9,7.5,7,7.2,8,10,1,10.2
U24976,40,Other,Student,Android,3.8,7.6,4,4.8,7,7,3,2.4
U24978,31,Female,Professional,iOS,8.9,1.5,5,5.7,10,44,1,9.7
U24979,19,Male,Professional,Android,11.3,2.8,9,4.7,6,52,4,8.3
U24980,40,Female,Professional,Android,6.7,3.9,8,4.1,4,43,1,2.4
U24981,42,Female,Student,iOS,5.9,5.5,1,7.8,8,15,4,13.0
U24984,53,Female,Freelancer,iOS,6.8,7.2,4,7.6,9,22,0,6.6
U24985,34,Male,Freelancer,Android,8.4,1.4,10,7.7,5,25,5,13.0
U24986,54,Male,Business Owner,Android,4.0,1.8,2,6.0,8,23,2,3.5
U24991,36,Other,Professional,iOS,6.8,1.6,6,8.9,10,12,3,10.3
U24992,45,Female,Professional,iOS,9.9,6.3,1,4.4,5,50,3,13.4
U24993,46,Other,Business Owner,iOS,4.0,4.7,4,7.4,10,57,6,13.2
U24998,19,Female,Student,Android,7.0,7.6,4,6.2,10,26,6,3.1
U25000,25,Other,Freelancer,iOS,6.4,5.5,5,5.1,7,57,1,7.5
U25001,51,Other,Freelancer,Android,3.6,2.8,5,7.8,6,54,4,13.2
U25002,48,Other,Freelancer,Android,8.9,5.7,2,6.6,6,45,5,12.2
U25003,28,Other,Professional,iOS,7.5,0.7,5,7.0,7,29,3,9.2
U25005,59,Male,Freelancer,iOS,11.7,2.6,3,8.1,5,24,6,13.5
U25008,25,Female,Business Owner,Android,8.1,3.9,5,5.4,8,15,0,7.0
U25009,58,Male,Freelancer,iOS,3.8,7.5,3,4.8,4,44,3,10.5
U25010,31,Female,Business Owner,iOS,6.3,1.5,5,6.0,4,36,6,5.3
U25011,45,Male,Student,Android,7.7,0.9,4,5.4,7,6,3,11.8
U25012,41,Male,Freelancer,Android,6.7,4.7,2,6.0,7,55,4,5.7
U25015,32,Female,Freelancer,iOS,9.7,6.4,9,6.5,4,54,3,10.5
U25016,35,Female,Business Owner,iOS,10.4,3.6,8,4.5,9,19,3,6.0
U25018,37,Female,Freelancer,iOS,3.7,0.8,8,8.9,7,30,5,11.9
U25019,34,Other,Freelancer,Android,6.4,2.8,9,7.0,5,38,3,6.0
U25020,26,Other,Student,iOS,4.6,3.3,7,6.9,4,32,0,12.6
U25022,56,Male,Freelancer,iOS,8.0,2.8,6,6.3,8,42,2,12.0
U25023,20,Male,Freelancer,Android,10.5,6.9,1,8.6,7,55,2,12.9
U25026,35,Female,Freelancer,iOS,3.7,1.5,10,7.5,6,24,4,2.4
U25027,60,Male,Freelancer,Android,4.5,7.3,5,7.5,5,17,2,7.5
U25029,45,Female,Professional,Android,3.0,7.6,5,4.7,10,45,5,9.0
U25031,43,Female,Business Owner,iOS,7.5,4.3,2,4.7,8,45,6,10.0
U25033,28,Female,Freelancer,Android,4.8,6.2,2,5.4,7,40,1,6.5
U25039,25,Male,Business Owner,iOS,4.9,3.9,3,8.3,7,16,6,8.4
U25040,38,Male,Professional,iOS,10.0,5.7,9,6.6,9,45,0,7.2
U25041,40,Male,Business Owner,iOS,8.3,5.9,4,6.0,10,28,3,7.4
U25042,57,Male,Freelancer,iOS,5.3,7.0,4,7.7,9,41,3,11.5
U25043,56,Other,Freelancer,iOS,4.9,4.7,8,7.0,4,37,0,3.4
U25045,48,Other,Professional,iOS,3.0,3.7,10,5.5,5,14,2,4.1
U25047,38,Other,Business Owner,Android,4.6,3.7,3,6.5,6,16,2,5.6
U25048,45,Male,Student,iOS,11.5,4.1,6,7.2,5,19,6,11.2
U25049,29,Male,Student,Android,4.1,5.5,6,6.5,9,8,6,11.5
U25053,56,Other,Student,iOS,3.1,4.2,8,8.5,9,28,4,10.3
U25054,18,Male,Student,Android,10.7,6.3,8,7.8,6,25,2,5.4
U25055,39,Male,Freelancer,iOS,5.8,7.1,6,5.7,9,38,3,9.8
U25056,33,Other,Freelancer,Android,4.0,1.7,8,8.9,4,16,3,8.2
U25058,58,Male,Freelancer,Android,7.8,8.0,4,4.5,8,60,4,2.3
U25059,59,Male,Student,iOS,9.2,4.7,5,6.2,10,46,2,6.2
U25061,36,Male,Student,Android,6.5,3.5,7,4.3,10,49,4,5.1
U25062,46,Other,Business Owner,iOS,9.0,7.6,8,5.8,8,30,3,2.2
U25063,19,Other,Business Owner,Android,5.8,3.0,2,5.8,9,24,0,9.8
U25065,49,Other,Freelancer,Android,7.4,5.2,9,8.4,7,55,1,7.7
U25066,37,Male,Professional,iOS,7.1,7.3,10,7.1,6,34,2,12.5
U25067,48,Other,Professional,iOS,8.2,5.7,7,5.5,7,33,5,10.8
U25069,37,Female,Business Owner,iOS,8.7,5.7,6,7.6,4,12,4,10.3
U25071,36,Female,Freelancer,Android,8.2,5.9,9,8.7,5,33,5,4.3
U25072,38,Male,Professional,Android,10.0,1.1,1,7.1,6,9,1,13.3
U25073,41,Male,Freelancer,iOS,10.8,0.9,4,5.5,5,50,4,8.4
U25075,32,Male,Business Owner,iOS,5.4,5.1,6,4.4,10,8,0,4.8
U25077,45,Other,Freelancer,Android,3.8,6.6,3,5.0,5,12,0,9.0
U25078,38,Other,Freelancer,iOS,6.5,5.7,2,4.2,8,46,2,10.4
U25080,24,Male,Freelancer,Android,3.0,5.1,3,9.0,7,7,2,11.6
U25083,32,Female,Business Owner,iOS,5.8,3.1,6,6.2,6,31,0,8.5
U25084,38,Female,Student,iOS,4.2,1.0,10,7.1,6,14,4,12.0
U25085,18,Female,Freelancer,Android,8.1,3.4,5,6.8,4,48,3,2.5
U25087,23,Female,Business Owner,iOS,8.0,4.5,5,5.8,6,42,0,7.7
U25091,40,Female,Professional,Android,7.9,1.2,7,8.5,4,50,0,9.5
U25096,21,Female,Business Owner,iOS,4.5,7.3,6,4.8,4,48,2,7.5
U25097,18,Other,Student,iOS,6.1,4.0,1,4.1,4,38,0,13.7
U25100,26,Other,Freelancer,iOS,10.3,0.7,5,5.1,6,19,0,10.1
U25103,23,Other,Business Owner,Android,12.0,5.6,10,4.2,8,30,5,2.1
U25105,48,Other,Business Owner,iOS,9.9,5.5,3,8.8,9,59,4,4.1
U25108,27,Other,Student,iOS,8.2,1.2,7,6.6,5,23,3,6.6
U25111,49,Female,Student,iOS,6.1,1.1,10,8.2,6,23,1,8.8
U25112,28,Female,Student,iOS,9.8,1.3,3,6.7,10,48,4,9.4
U25113,45,Other,Freelancer,iOS,9.1,5.9,1,8.6,7,14,5,4.6
U25114,35,Female,Professional,Android,4.6,3.9,4,4.7,5,33,6,5.9
U25115,52,Male,Freelancer,iOS,7.7,5.3,8,4.9,8,43,4,9.7
U25119,57,Female,Business Owner,Android,8.6,2.2,4,6.4,10,57,4,11.9
U25120,40,Female,Freelancer,Android,9.0,0.8,9,4.5,10,59,0,2.3
U25121,53,Female,Professional,Android,11.1,6.2,8,6.5,8,15,5,5.5
U25122,38,Male,Professional,Android,9.7,1.5,3,4.2,9,53,3,3.6
U25123,38,Female,Freelancer,iOS,3.5,4.9,8,7.2,10,55,6,8.8
U25124,53,Female,Business Owner,iOS,3.6,6.7,7,5.2,4,46,5,2.5
U25125,38,Other,Business Owner,iOS,6.0,6.6,2,8.0,8,24,3,3.6
U25126,28,Female,Professional,iOS,6.6,3.0,1,5.0,4,38,6,8.0
U25128,55,Other,Professional,iOS,8.3,4.3,7,6.3,4,42,1,2.4
U25131,28,Other,Freelancer,iOS,3.0,4.4,4,8.9,4,40,6,11.8
U25133,26,Other,Student,iOS,7.2,3.3,5,5.7,8,37,2,5.9
U25134,38,Other,Freelancer,Android,5.9,4.5,7,8.7,9,32,3,2.5
U25135,24,Other,Student,iOS,5.2,7.0,7,8.3,10,17,5,6.6
U25136,43,Female,Professional,iOS,8.2,3.0,1,6.2,6,15,3,5.2
U25143,23,Female,Freelancer,iOS,8.3,5.3,9,7.9,6,42,6,3.7
U25144,46,Male,Business Owner,Android,6.3,1.1,1,7.9,8,11,5,8.3
U25145,22,Other,Business Owner,iOS,9.6,2.9,1,8.0,5,48,2,4.9
U25146,21,Male,Professional,iOS,9.8,3.9,3,8.9,8,44,4,3.9
U25147,39,Other,Professional,iOS,11.1,1.4,3,5.3,10,14,0,3.0
U25149,51,Male,Student,Android,4.3,0.7,4,6.5,6,24,5,11.8
U25150,58,Female,Business Owner,iOS,7.7,7.0,5,7.2,9,17,3,9.5
U25151,21,Female,Student,Android,4.3,0.6,9,6.3,9,54,1,2.6
U25152,41,Other,Freelancer,Android,10.7,5.8,9,4.5,9,54,6,9.0
U25153,37,Male,Professional,Android,3.4,6.8,5,8.7,6,32,2,3.3
U25156,34,Male,Business Owner,Android,10.4,1.5,9,6.2,9,19,5,8.1
U25157,46,Female,Student,Android,4.5,3.6,2,5.1,5,38,3,10.0
U25160,35,Female,Professional,Android,5.7,6.4,9,6.2,7,27,4,6.2
U25161,48,Male,Freelancer,iOS,11.4,2.1,5,5.0,8,51,5,8.8
U25163,41,Other,Freelancer,iOS,10.2,1.1,1,6.0,4,12,6,12.0
U25164,58,Female,Professional,Android,7.9,2.9,5,8.9,4,39,1,8.9
U25165,31,Other,Professional,iOS,3.0,3.8,8,5.3,8,21,3,8.4
U25166,40,Other,Freelancer,iOS,7.7,3.8,4,5.1,9,11,4,4.0
U25168,37,Male,Business Owner,iOS,8.3,2.9,9,7.1,4,57,2,9.1
U25169,46,Other,Freelancer,Android,6.0,1.1,4,5.7,10,24,0,2.1
U25170,51,Other,Professional,iOS,11.5,4.6,2,4.2,6,41,2,9.6
U25172,25,Male,Freelancer,iOS,3.4,4.8,5,8.9,8,29,2,11.8
U25173,47,Female,Student,Android,3.2,5.1,9,4.0,6,24,3,7.2
U25174,25,Female,Business Owner,iOS,4.4,5.7,1,5.1,6,54,0,5.5
U25175,40,Other,Student,iOS,3.1,7.6,7,5.2,8,26,1,9.3
U25181,34,Male,Student,Android,4.2,6.6,10,6.2,4,16,0,5.6
U25183,56,Female,Business Owner,Android,11.3,5.3,6,4.2,5,59,4,10.6
U25184,31,Other,Student,iOS,3.5,3.6,10,6.2,10,44,1,4.5
U25185,20,Other,Professional,iOS,10.7,7.1,9,7.7,7,21,1,8.8
U25187,32,Other,Professional,Android,4.8,3.4,3,7.3,9,41,4,5.2
U25188,49,Female,Student,iOS,8.2,7.4,3,4.1,10,9,0,4.4
U25189,50,Other,Student,iOS,4.1,4.5,3,6.1,7,46,0,12.0
U25191,19,Female,Business Owner,iOS,3.1,6.8,8,6.4,6,20,1,10.2
U25192,32,Female,Student,Android,10.6,4.7,8,8.3,4,8,5,4.7
U25195,51,Male,Business Owner,iOS,11.6,5.1,9,5.2,4,8,1,11.5
U25196,31,Male,Professional,Android,9.0,5.8,1,4.7,5,49,5,10.8
U25197,44,Other,Professional,Android,7.2,5.6,2,8.2,6,32,2,9.3
U25198,23,Male,Business Owner,Android,6.6,2.0,9,6.9,5,40,6,13.3
U25199,22,Female,Freelancer,Android,7.2,0.6,8,5.8,5,49,6,7.0
U25201,33,Female,Business Owner,Android,5.3,1.2,10,8.0,4,53,4,11.9
U25202,59,Male,Professional,iOS,10.6,2.7,5,5.3,8,59,6,9.2
U25203,51,Other,Business Owner,iOS,6.7,4.4,10,8.0,5,38,1,3.5
U25206,45,Female,Student,Android,6.3,1.0,1,5.1,6,60,0,9.5
U25207,20,Other,Freelancer,Android,3.4,3.5,10,8.6,8,59,4,4.1
U25208,50,Other,Business Owner,Android,7.6,7.9,6,4.9,4,12,4,9.2
U25209,48,Female,Freelancer,Android,12.0,0.8,5,4.7,6,28,5,5.8
U25211,52,Female,Student,Android,7.8,7.6,2,7.3,10,57,6,6.5
U25212,29,Male,Business Owner,Android,8.2,6.4,6,6.1,10,38,2,10.3
U25215,40,Other,Student,Android,8.3,7.8,1,6.1,10,48,3,10.6
U25219,48,Male,Student,Android,8.5,2.6,6,7.8,5,20,4,4.0
U25221,18,Other,Student,iOS,10.1,3.4,5,4.9,10,19,4,3.5
U25222,36,Female,Student,Android,7.6,4.0,3,6.0,4,5,5,8.3
U25224,45,Female,Professional,Android,7.4,3.3,10,8.8,7,42,4,9.0
U25225,29,Male,Business Owner,Android,11.1,2.2,4,8.8,4,27,4,6.7
U25226,38,Female,Business Owner,iOS,7.1,1.3,2,8.8,7,33,6,4.4
U25231,46,Other,Business Owner,iOS,6.3,0.9,5,4.2,8,23,2,6.0
U25232,37,Female,Professional,Android,6.9,2.8,8,5.2,9,16,3,3.5
U25235,60,Male,Freelancer,Android,9.9,4.2,10,4.3,8,43,2,3.7
U25238,32,Other,Freelancer,iOS,9.9,1.3,7,4.5,5,19,4,11.6
U25239,48,Other,Student,iOS,7.3,5.9,9,8.3,6,57,5,2.4
U25240,50,Other,Professional,Android,4.3,6.6,1,7.6,10,54,4,2.1
U25241,21,Male,Freelancer,Android,11.8,5.6,8,4.1,4,45,5,10.0
U25242,24,Male,Freelancer,Android,9.1,6.7,5,7.4,10,7,1,10.8
U25243,50,Female,Freelancer,iOS,4.2,4.3,2,7.7,7,39,3,2.8
U25244,54,Female,Student,iOS,5.3,1.5,2,6.7,9,31,5,9.4
U25248,48,Female,Freelancer,iOS,6.1,1.9,7,7.9,9,41,1,13.0
